Key,Value/CheatCode,Value/CheatEffect,Value/Option1,Value/Option2
DanceMask,DanceMask,EPBCheatCommandType::AddItem,DanceMask,1
Breathingforcedmask,Breathingforcedmask,EPBCheatCommandType::AddItem,Breathingforcedmask,1
Bottleglasses,Bottleglasses,EPBCheatCommandType::AddItem,Bottleglasses,1
Measurementglasses,Measurementglasses,EPBCheatCommandType::AddItem,Measurementglasses,1
NoseEyeglasses,NoseEyeglasses,EPBCheatCommandType::AddItem,NoseEyeglasses,1
Transformationmask,Transformationmask,EPBCheatCommandType::AddItem,Transformationmask,1
OfudaTalisman,OfudaTalisman,EPBCheatCommandType::AddItem,OfudaTalisman,1
Gebelsglasses,Gebelsglasses,EPBCheatCommandType::AddItem,Gebelsglasses,1
RustedRing,RustedRing,EPBCheatCommandType::AddItem,RustedRing,1
Ring,Ring,EPBCheatCommandType::AddItem,Ring,1
Necklace,Necklace,EPBCheatCommandType::AddItem,Necklace,1
Safering,Safering,EPBCheatCommandType::AddItem,Safering,1
UnicornRing,UnicornRing,EPBCheatCommandType::AddItem,UnicornRing,1
Flamering,Flamering,EPBCheatCommandType::AddItem,Flamering,1
Icering,Icering,EPBCheatCommandType::AddItem,Icering,1
Thunderring,Thunderring,EPBCheatCommandType::AddItem,Thunderring,1
Criticalring,Criticalring,EPBCheatCommandType::AddItem,Criticalring,1
Walkerking,Walkerking,EPBCheatCommandType::AddItem,Walkerking,1
Moonring,Moonring,EPBCheatCommandType::AddItem,Moonring,1
Cursering,Cursering,EPBCheatCommandType::AddItem,Cursering,1
Striderbelt,Striderbelt,EPBCheatCommandType::AddItem,Striderbelt,1
AssassinsRing,AssassinsRing,EPBCheatCommandType::AddItem,AssassinsRing,1
Silvermanring,Silvermanring,EPBCheatCommandType::AddItem,Silvermanring,1
RoseRing,RoseRing,EPBCheatCommandType::AddItem,RoseRing,1
SkullNecklace,SkullNecklace,EPBCheatCommandType::AddItem,SkullNecklace,1
WeightedRing,WeightedRing,EPBCheatCommandType::AddItem,WeightedRing,1
Speedstar,Speedstar,EPBCheatCommandType::AddItem,Speedstar,1
CutpursesRing,CutpursesRing,EPBCheatCommandType::AddItem,CutpursesRing,1
PlunderersRing,PlunderersRing,EPBCheatCommandType::AddItem,PlunderersRing,1
Goldmanring,Goldmanring,EPBCheatCommandType::AddItem,Goldmanring,1
Riskring,Riskring,EPBCheatCommandType::AddItem,Riskring,1
DemonNecklace,DemonNecklace,EPBCheatCommandType::AddItem,DemonNecklace,1
Adversityring,Adversityring,EPBCheatCommandType::AddItem,Adversityring,1
Blackbelt,Blackbelt,EPBCheatCommandType::AddItem,Blackbelt,1
LethalityRing,LethalityRing,EPBCheatCommandType::AddItem,LethalityRing,1
Gamblersring,Gamblersring,EPBCheatCommandType::AddItem,Gamblersring,1
WarlocksNecklace,WarlocksNecklace,EPBCheatCommandType::AddItem,WarlocksNecklace,1
RingofSolomon,RingofSolomon,EPBCheatCommandType::AddItem,RingofSolomon,1
PlagueDoctorFace,PlagueDoctorFace,EPBCheatCommandType::AddItem,PlagueDoctorFace,1
BigMustache,BigMustache,EPBCheatCommandType::AddItem,BigMustache,1
The-BazMask,The-BazMask,EPBCheatCommandType::AddItem,The-BazMask,1
HeyI’mGrump,HeyI’mGrump,EPBCheatCommandType::AddItem,HeyI’mGrump,1
I’mNotSoGrump,I’mNotSoGrump,EPBCheatCommandType::AddItem,I’mNotSoGrump,1
AKindaFunnyMask,AKindaFunnyMask,EPBCheatCommandType::AddItem,AKindaFunnyMask,1
Tunic,Tunic,EPBCheatCommandType::AddItem,Tunic,1
Skinbreastplate,Skinbreastplate,EPBCheatCommandType::AddItem,Skinbreastplate,1
Countrydress,Countrydress,EPBCheatCommandType::AddItem,Countrydress,1
Copperbreastplate,Copperbreastplate,EPBCheatCommandType::AddItem,Copperbreastplate,1
Chemisedress,Chemisedress,EPBCheatCommandType::AddItem,Chemisedress,1
Scalearmor,Scalearmor,EPBCheatCommandType::AddItem,Scalearmor,1
Ironbreastplate,Ironbreastplate,EPBCheatCommandType::AddItem,Ironbreastplate,1
Brigandine,Brigandine,EPBCheatCommandType::AddItem,Brigandine,1
IronMansApron,IronMansApron,EPBCheatCommandType::AddItem,IronMansApron,1
KungFuBest,KungFuBest,EPBCheatCommandType::AddItem,KungFuBest,1
Teadress,Teadress,EPBCheatCommandType::AddItem,Teadress,1
Chainmail,Chainmail,EPBCheatCommandType::AddItem,Chainmail,1
Beastleather,Beastleather,EPBCheatCommandType::AddItem,Beastleather,1
Maturedress,Maturedress,EPBCheatCommandType::AddItem,Maturedress,1
Shovelarmorsarmor,Shovelarmorsarmor,EPBCheatCommandType::AddItem,Shovelarmorsarmor,1
LamellarArmor,LamellarArmor,EPBCheatCommandType::AddItem,LamellarArmor,1
CrusadeArmor,CrusadeArmor,EPBCheatCommandType::AddItem,CrusadeArmor,1
Steelbreastplate,Steelbreastplate,EPBCheatCommandType::AddItem,Steelbreastplate,1
RidingHabit,RidingHabit,EPBCheatCommandType::AddItem,RidingHabit,1
DuelBrest,DuelBrest,EPBCheatCommandType::AddItem,DuelBrest,1
Silverbreastplate,Silverbreastplate,EPBCheatCommandType::AddItem,Silverbreastplate,1
Assassinvest,Assassinvest,EPBCheatCommandType::AddItem,Assassinvest,1
Featherrobe,Featherrobe,EPBCheatCommandType::AddItem,Featherrobe,1
VoronezDress,VoronezDress,EPBCheatCommandType::AddItem,VoronezDress,1
Cureus,Cureus,EPBCheatCommandType::AddItem,Cureus,1
Crystalscale,Crystalscale,EPBCheatCommandType::AddItem,Crystalscale,1
BreastplateofAguilar,BreastplateofAguilar,EPBCheatCommandType::AddItem,BreastplateofAguilar,1
DragonScale,DragonScale,EPBCheatCommandType::AddItem,DragonScale,1
Goldbreastplate,Goldbreastplate,EPBCheatCommandType::AddItem,Goldbreastplate,1
SpikeBreast,SpikeBreast,EPBCheatCommandType::AddItem,SpikeBreast,1
Silkdress,Silkdress,EPBCheatCommandType::AddItem,Silkdress,1
GloriousBreast,GloriousBreast,EPBCheatCommandType::AddItem,GloriousBreast,1
ShiningBreast,ShiningBreast,EPBCheatCommandType::AddItem,ShiningBreast,1
Ashinbacostume,Ashinbacostume,EPBCheatCommandType::AddItem,Ashinbacostume,1
Caracilis,Caracilis,EPBCheatCommandType::AddItem,Caracilis,1
Crimsondress,Crimsondress,EPBCheatCommandType::AddItem,Crimsondress,1
ImperialArmor,ImperialArmor,EPBCheatCommandType::AddItem,ImperialArmor,1
Shieldless,Shieldless,EPBCheatCommandType::AddItem,Shieldless,1
Coronationdress,Coronationdress,EPBCheatCommandType::AddItem,Coronationdress,1
Valkyriedress,Valkyriedress,EPBCheatCommandType::AddItem,Valkyriedress,1
Paddy,Paddy,EPBCheatCommandType::AddItem,Paddy,1
Corn,Corn,EPBCheatCommandType::AddItem,Corn,1
Potato,Potato,EPBCheatCommandType::AddItem,Potato,1
Cinnamon,Cinnamon,EPBCheatCommandType::AddItem,Cinnamon,1
Flour,Flour,EPBCheatCommandType::AddItem,Flour,1
Egg,Egg,EPBCheatCommandType::AddItem,Egg,1
DragonsEgg,DragonsEgg,EPBCheatCommandType::AddItem,DragonsEgg,1
Sugar,Sugar,EPBCheatCommandType::AddItem,Sugar,1
SoySauce,SoySauce,EPBCheatCommandType::AddItem,SoySauce,1
Miso,Miso,EPBCheatCommandType::AddItem,Miso,1
Pepper,Pepper,EPBCheatCommandType::AddItem,Pepper,1
Ginger,Ginger,EPBCheatCommandType::AddItem,Ginger,1
Garlic,Garlic,EPBCheatCommandType::AddItem,Garlic,1
MocoOil,MocoOil,EPBCheatCommandType::AddItem,MocoOil,1
Rennet,Rennet,EPBCheatCommandType::AddItem,Rennet,1
Milk,Milk,EPBCheatCommandType::AddItem,Milk,1
MilkofZagan,MilkofZagan,EPBCheatCommandType::AddItem,MilkofZagan,1
Tomato,Tomato,EPBCheatCommandType::AddItem,Tomato,1
MocoOnion,MocoOnion,EPBCheatCommandType::AddItem,MocoOnion,1
DaturaLeaf,DaturaLeaf,EPBCheatCommandType::AddItem,DaturaLeaf,1
CerberaLeaf,CerberaLeaf,EPBCheatCommandType::AddItem,CerberaLeaf,1
Clam,Clam,EPBCheatCommandType::AddItem,Clam,1
Uni,Uni,EPBCheatCommandType::AddItem,Uni,1
RedBean,RedBean,EPBCheatCommandType::AddItem,RedBean,1
CacaoBean,CacaoBean,EPBCheatCommandType::AddItem,CacaoBean,1
ForneusFilet,ForneusFilet,EPBCheatCommandType::AddItem,ForneusFilet,1
DeeseamaFilet,DeeseamaFilet,EPBCheatCommandType::AddItem,DeeseamaFilet,1
G-LabolasFilet,G-LabolasFilet,EPBCheatCommandType::AddItem,G-LabolasFilet,1
YorktonMeat,YorktonMeat,EPBCheatCommandType::AddItem,YorktonMeat,1
ZaganMeat,ZaganMeat,EPBCheatCommandType::AddItem,ZaganMeat,1
HaagentiFilet,HaagentiFilet,EPBCheatCommandType::AddItem,HaagentiFilet,1
Strawberry,Strawberry,EPBCheatCommandType::AddItem,Strawberry,1
Apple,Apple,EPBCheatCommandType::AddItem,Apple,1
Lemon,Lemon,EPBCheatCommandType::AddItem,Lemon,1
Ambrosia,Ambrosia,EPBCheatCommandType::AddItem,Ambrosia,1
BakingSoda,BakingSoda,EPBCheatCommandType::AddItem,BakingSoda,1
Butter,Butter,EPBCheatCommandType::AddItem,Butter,1
Cheese,Cheese,EPBCheatCommandType::AddItem,Cheese,1
Soda,Soda,EPBCheatCommandType::AddItem,Soda,1
Consommé,Consommé,EPBCheatCommandType::AddItem,Consommé,1
CurryPowder,CurryPowder,EPBCheatCommandType::AddItem,CurryPowder,1
SaltBroth,SaltBroth,EPBCheatCommandType::AddItem,SaltBroth,1
SoyBroth,SoyBroth,EPBCheatCommandType::AddItem,SoyBroth,1
TonkotsuBroth,TonkotsuBroth,EPBCheatCommandType::AddItem,TonkotsuBroth,1
MisoBroth,MisoBroth,EPBCheatCommandType::AddItem,MisoBroth,1
HeavyCream,HeavyCream,EPBCheatCommandType::AddItem,HeavyCream,1
RedBeanPaste,RedBeanPaste,EPBCheatCommandType::AddItem,RedBeanPaste,1
Cocoa,Cocoa,EPBCheatCommandType::AddItem,Cocoa,1
ChineseNoodles,ChineseNoodles,EPBCheatCommandType::AddItem,ChineseNoodles,1
Pasta,Pasta,EPBCheatCommandType::AddItem,Pasta,1
Bread,Bread,EPBCheatCommandType::AddItem,Bread,1
PieDough,PieDough,EPBCheatCommandType::AddItem,PieDough,1
PizzaDough,PizzaDough,EPBCheatCommandType::AddItem,PizzaDough,1
CrepeDough,CrepeDough,EPBCheatCommandType::AddItem,CrepeDough,1
CurrySauce,CurrySauce,EPBCheatCommandType::AddItem,CurrySauce,1
WhiteSauce,WhiteSauce,EPBCheatCommandType::AddItem,WhiteSauce,1
VongoleSauce,VongoleSauce,EPBCheatCommandType::AddItem,VongoleSauce,1
RiceBall,RiceBall,EPBCheatCommandType::AddItem,RiceBall,1
FriedPotatoes,FriedPotatoes,EPBCheatCommandType::AddItem,FriedPotatoes,1
CornChowder,CornChowder,EPBCheatCommandType::AddItem,CornChowder,1
AppleRisotto,AppleRisotto,EPBCheatCommandType::AddItem,AppleRisotto,1
UniDon,UniDon,EPBCheatCommandType::AddItem,UniDon,1
Pizza,Pizza,EPBCheatCommandType::AddItem,Pizza,1
FriedEgg,FriedEgg,EPBCheatCommandType::AddItem,FriedEgg,1
RolledOmelette,RolledOmelette,EPBCheatCommandType::AddItem,RolledOmelette,1
EggonRice,EggonRice,EPBCheatCommandType::AddItem,EggonRice,1
ScrambledEggs,ScrambledEggs,EPBCheatCommandType::AddItem,ScrambledEggs,1
EggSoufflé,EggSoufflé,EPBCheatCommandType::AddItem,EggSoufflé,1
Omurice,Omurice,EPBCheatCommandType::AddItem,Omurice,1
FriedFish,FriedFish,EPBCheatCommandType::AddItem,FriedFish,1
FishAndChips,FishAndChips,EPBCheatCommandType::AddItem,FishAndChips,1
ForneusMeunière,ForneusMeunière,EPBCheatCommandType::AddItem,ForneusMeunière,1
ForneusinGarlic,ForneusinGarlic,EPBCheatCommandType::AddItem,ForneusinGarlic,1
SimmeredForneus,SimmeredForneus,EPBCheatCommandType::AddItem,SimmeredForneus,1
FishHotPot,FishHotPot,EPBCheatCommandType::AddItem,FishHotPot,1
MacaroniGratin,MacaroniGratin,EPBCheatCommandType::AddItem,MacaroniGratin,1
MacaroniAndCheese,MacaroniAndCheese,EPBCheatCommandType::AddItem,MacaroniAndCheese,1
ClassicSpaghetti,ClassicSpaghetti,EPBCheatCommandType::AddItem,ClassicSpaghetti,1
PastaCarbonara,PastaCarbonara,EPBCheatCommandType::AddItem,PastaCarbonara,1
PastaVongole,PastaVongole,EPBCheatCommandType::AddItem,PastaVongole,1
SeaUrchinPasta,SeaUrchinPasta,EPBCheatCommandType::AddItem,SeaUrchinPasta,1
SaltRamen,SaltRamen,EPBCheatCommandType::AddItem,SaltRamen,1
SoyRamen,SoyRamen,EPBCheatCommandType::AddItem,SoyRamen,1
TonkotsuRamen,TonkotsuRamen,EPBCheatCommandType::AddItem,TonkotsuRamen,1
MisoRamen,MisoRamen,EPBCheatCommandType::AddItem,MisoRamen,1
ChickenCasserole,ChickenCasserole,EPBCheatCommandType::AddItem,ChickenCasserole,1
GarlicChicken,GarlicChicken,EPBCheatCommandType::AddItem,GarlicChicken,1
ChickenSauté,ChickenSauté,EPBCheatCommandType::AddItem,ChickenSauté,1
GingerPork,GingerPork,EPBCheatCommandType::AddItem,GingerPork,1
Tonkatsu,Tonkatsu,EPBCheatCommandType::AddItem,Tonkatsu,1
Sukiyaki,Sukiyaki,EPBCheatCommandType::AddItem,Sukiyaki,1
MisoCutlet,MisoCutlet,EPBCheatCommandType::AddItem,MisoCutlet,1
Steak,Steak,EPBCheatCommandType::AddItem,Steak,1
ExquisiteSteak,ExquisiteSteak,EPBCheatCommandType::AddItem,ExquisiteSteak,1
MeatHotPot,MeatHotPot,EPBCheatCommandType::AddItem,MeatHotPot,1
Curry&Rice,Curry&Rice,EPBCheatCommandType::AddItem,Curry&Rice,1
PorkCurry,PorkCurry,EPBCheatCommandType::AddItem,PorkCurry,1
ChickenCurry,ChickenCurry,EPBCheatCommandType::AddItem,ChickenCurry,1
SeafoodCurry,SeafoodCurry,EPBCheatCommandType::AddItem,SeafoodCurry,1
BeefCurry,BeefCurry,EPBCheatCommandType::AddItem,BeefCurry,1
ApplePie,ApplePie,EPBCheatCommandType::AddItem,ApplePie,1
LemonPie,LemonPie,EPBCheatCommandType::AddItem,LemonPie,1
StrawberryPie,StrawberryPie,EPBCheatCommandType::AddItem,StrawberryPie,1
Manju,Manju,EPBCheatCommandType::AddItem,Manju,1
Cookies,Cookies,EPBCheatCommandType::AddItem,Cookies,1
ChocolateCookies,ChocolateCookies,EPBCheatCommandType::AddItem,ChocolateCookies,1
CinnamonCookies,CinnamonCookies,EPBCheatCommandType::AddItem,CinnamonCookies,1
Flan,Flan,EPBCheatCommandType::AddItem,Flan,1
SpongeCake,SpongeCake,EPBCheatCommandType::AddItem,SpongeCake,1
ChiffonCake,ChiffonCake,EPBCheatCommandType::AddItem,ChiffonCake,1
CheeseCake,CheeseCake,EPBCheatCommandType::AddItem,CheeseCake,1
ChocolateCrepe,ChocolateCrepe,EPBCheatCommandType::AddItem,ChocolateCrepe,1
ChocolateCake,ChocolateCake,EPBCheatCommandType::AddItem,ChocolateCake,1
StrawberryCake,StrawberryCake,EPBCheatCommandType::AddItem,StrawberryCake,1
StrawberryCrepe,StrawberryCrepe,EPBCheatCommandType::AddItem,StrawberryCrepe,1
BerrySpaghetti,BerrySpaghetti,EPBCheatCommandType::AddItem,BerrySpaghetti,1
ShirukoSpaghetti,ShirukoSpaghetti,EPBCheatCommandType::AddItem,ShirukoSpaghetti,1
Lemonade,Lemonade,EPBCheatCommandType::AddItem,Lemonade,1
AppleJuice,AppleJuice,EPBCheatCommandType::AddItem,AppleJuice,1
StrawberryAuLait,StrawberryAuLait,EPBCheatCommandType::AddItem,StrawberryAuLait,1
Smoothie,Smoothie,EPBCheatCommandType::AddItem,Smoothie,1
FruitJuice,FruitJuice,EPBCheatCommandType::AddItem,FruitJuice,1
Nectar,Nectar,EPBCheatCommandType::AddItem,Nectar,1
DarkMatter,DarkMatter,EPBCheatCommandType::AddItem,DarkMatter,1
SeedCorn,SeedCorn,EPBCheatCommandType::AddItem,SeedCorn,1
SeedRice,SeedRice,EPBCheatCommandType::AddItem,SeedRice,1
SeedPotato,SeedPotato,EPBCheatCommandType::AddItem,SeedPotato,1
ShipMap,ShipMap,EPBCheatCommandType::AddItem,ShipMap,1
Certificationboard,Certificationboard,EPBCheatCommandType::AddItem,Certificationboard,1
IDphoto,IDphoto,EPBCheatCommandType::AddItem,IDphoto,1
Silverbromide,Silverbromide,EPBCheatCommandType::AddItem,Silverbromide,1
Keyofbacker1,Keyofbacker1,EPBCheatCommandType::AddItem,Keyofbacker1,1
Keyofbacker2,Keyofbacker2,EPBCheatCommandType::AddItem,Keyofbacker2,1
Keyofbacker3,Keyofbacker3,EPBCheatCommandType::AddItem,Keyofbacker3,1
Keyofbacker4,Keyofbacker4,EPBCheatCommandType::AddItem,Keyofbacker4,1
Worldfashionfirstissue,Worldfashionfirstissue,EPBCheatCommandType::AddItem,Worldfashionfirstissue,1
WorldfashionNo02,WorldfashionNo02,EPBCheatCommandType::AddItem,WorldfashionNo02,1
WorldfashionNo03,WorldfashionNo03,EPBCheatCommandType::AddItem,WorldfashionNo03,1
WorldfashionNo04,WorldfashionNo04,EPBCheatCommandType::AddItem,WorldfashionNo04,1
WorldfashionNo05,WorldfashionNo05,EPBCheatCommandType::AddItem,WorldfashionNo05,1
WorldfashionNo06,WorldfashionNo06,EPBCheatCommandType::AddItem,WorldfashionNo06,1
WorldfashionNo07,WorldfashionNo07,EPBCheatCommandType::AddItem,WorldfashionNo07,1
WorldfashionNo08,WorldfashionNo08,EPBCheatCommandType::AddItem,WorldfashionNo08,1
WorldfashionNo09,WorldfashionNo09,EPBCheatCommandType::AddItem,WorldfashionNo09,1
WorldfashionNo10,WorldfashionNo10,EPBCheatCommandType::AddItem,WorldfashionNo10,1
WorldfashionNo11,WorldfashionNo11,EPBCheatCommandType::AddItem,WorldfashionNo11,1
WorldfashionNo12,WorldfashionNo12,EPBCheatCommandType::AddItem,WorldfashionNo12,1
VillageKey,VillageKey,EPBCheatCommandType::AddItem,VillageKey,1
ItemRecipe001,ItemRecipe001,EPBCheatCommandType::AddItem,ItemRecipe001,1
ItemRecipe002,ItemRecipe002,EPBCheatCommandType::AddItem,ItemRecipe002,1
ItemRecipe003,ItemRecipe003,EPBCheatCommandType::AddItem,ItemRecipe003,1
BalletRecipe001,BalletRecipe001,EPBCheatCommandType::AddItem,BalletRecipe001,1
BalletRecipe002,BalletRecipe002,EPBCheatCommandType::AddItem,BalletRecipe002,1
BalletRecipe003,BalletRecipe003,EPBCheatCommandType::AddItem,BalletRecipe003,1
BalletRecipe004,BalletRecipe004,EPBCheatCommandType::AddItem,BalletRecipe004,1
ArmsRecipe003,ArmsRecipe003,EPBCheatCommandType::AddItem,ArmsRecipe003,1
ArmsRecipe004,ArmsRecipe004,EPBCheatCommandType::AddItem,ArmsRecipe004,1
ArmsRecipe005,ArmsRecipe005,EPBCheatCommandType::AddItem,ArmsRecipe005,1
ArmsRecipe007,ArmsRecipe007,EPBCheatCommandType::AddItem,ArmsRecipe007,1
ArmsRecipe009,ArmsRecipe009,EPBCheatCommandType::AddItem,ArmsRecipe009,1
ArmsRecipe012,ArmsRecipe012,EPBCheatCommandType::AddItem,ArmsRecipe012,1
ArmsRecipe018,ArmsRecipe018,EPBCheatCommandType::AddItem,ArmsRecipe018,1
ArmsRecipe019,ArmsRecipe019,EPBCheatCommandType::AddItem,ArmsRecipe019,1
ArmsRecipe020,ArmsRecipe020,EPBCheatCommandType::AddItem,ArmsRecipe020,1
DishRecipe002,DishRecipe002,EPBCheatCommandType::AddItem,DishRecipe002,1
DishRecipe003,DishRecipe003,EPBCheatCommandType::AddItem,DishRecipe003,1
DishRecipe004,DishRecipe004,EPBCheatCommandType::AddItem,DishRecipe004,1
DishRecipe005,DishRecipe005,EPBCheatCommandType::AddItem,DishRecipe005,1
DishRecipe006,DishRecipe006,EPBCheatCommandType::AddItem,DishRecipe006,1
DishRecipe007,DishRecipe007,EPBCheatCommandType::AddItem,DishRecipe007,1
DishRecipe008,DishRecipe008,EPBCheatCommandType::AddItem,DishRecipe008,1
DishRecipe010,DishRecipe010,EPBCheatCommandType::AddItem,DishRecipe010,1
DishRecipe011,DishRecipe011,EPBCheatCommandType::AddItem,DishRecipe011,1
DishRecipe014,DishRecipe014,EPBCheatCommandType::AddItem,DishRecipe014,1
DishRecipe015,DishRecipe015,EPBCheatCommandType::AddItem,DishRecipe015,1
DiscountCard,DiscountCard,EPBCheatCommandType::AddItem,DiscountCard,1
Bookofstiffness,Bookofstiffness,EPBCheatCommandType::AddItem,Bookofstiffness,1
Abookofwisemen,Abookofwisemen,EPBCheatCommandType::AddItem,Abookofwisemen,1
GuardiansBook,GuardiansBook,EPBCheatCommandType::AddItem,GuardiansBook,1
Bookoffaith,Bookoffaith,EPBCheatCommandType::AddItem,Bookoffaith,1
BookofFortune,BookofFortune,EPBCheatCommandType::AddItem,BookofFortune,1
BookofFury,BookofFury,EPBCheatCommandType::AddItem,BookofFury,1
Bookofwinter,Bookofwinter,EPBCheatCommandType::AddItem,Bookofwinter,1
Heatresistantbook,Heatresistantbook,EPBCheatCommandType::AddItem,Heatresistantbook,1
LightningProtectionBook,LightningProtectionBook,EPBCheatCommandType::AddItem,LightningProtectionBook,1
Bookoflatency,Bookoflatency,EPBCheatCommandType::AddItem,Bookoflatency,1
ShadingBook,ShadingBook,EPBCheatCommandType::AddItem,ShadingBook,1
Bookoffossilstone,Bookoffossilstone,EPBCheatCommandType::AddItem,Bookoffossilstone,1
Bookofdetoxification,Bookofdetoxification,EPBCheatCommandType::AddItem,Bookofdetoxification,1
TheBookofMonster,TheBookofMonster,EPBCheatCommandType::AddItem,TheBookofMonster,1
BookoftheMighty,BookoftheMighty,EPBCheatCommandType::AddItem,BookoftheMighty,1
Abookofthegale,Abookofthegale,EPBCheatCommandType::AddItem,Abookofthegale,1
BookofTactics,BookofTactics,EPBCheatCommandType::AddItem,BookofTactics,1
Bookofexercise,Bookofexercise,EPBCheatCommandType::AddItem,Bookofexercise,1
Bookofthechampion,Bookofthechampion,EPBCheatCommandType::AddItem,Bookofthechampion,1
Bookofthefollower,Bookofthefollower,EPBCheatCommandType::AddItem,Bookofthefollower,1
BookofDevils,BookofDevils,EPBCheatCommandType::AddItem,BookofDevils,1
Bullet_Defaultbullet,Bullet_Defaultbullet,EPBCheatCommandType::AddItem,Bullet_Defaultbullet,1
Softpoint,Softpoint,EPBCheatCommandType::AddItem,Softpoint,1
Hollowpoint,Hollowpoint,EPBCheatCommandType::AddItem,Hollowpoint,1
ArmorPiercing,ArmorPiercing,EPBCheatCommandType::AddItem,ArmorPiercing,1
Firebullet,Firebullet,EPBCheatCommandType::AddItem,Firebullet,1
Icebullet,Icebullet,EPBCheatCommandType::AddItem,Icebullet,1
ThunderRounds,ThunderRounds,EPBCheatCommandType::AddItem,ThunderRounds,1
SilverBullets,SilverBullets,EPBCheatCommandType::AddItem,SilverBullets,1
WeaponbaneRounds,WeaponbaneRounds,EPBCheatCommandType::AddItem,WeaponbaneRounds,1
ShieldbaneRounds,ShieldbaneRounds,EPBCheatCommandType::AddItem,ShieldbaneRounds,1
PoisonRounds,PoisonRounds,EPBCheatCommandType::AddItem,PoisonRounds,1
PetrifyingRounds,PetrifyingRounds,EPBCheatCommandType::AddItem,PetrifyingRounds,1
CurseRounds,CurseRounds,EPBCheatCommandType::AddItem,CurseRounds,1
Shotshell,Shotshell,EPBCheatCommandType::AddItem,Shotshell,1
CriticalBullet,CriticalBullet,EPBCheatCommandType::AddItem,CriticalBullet,1
DiamondBullets,DiamondBullets,EPBCheatCommandType::AddItem,DiamondBullets,1
Recklesslimb,Recklesslimb,EPBCheatCommandType::AddItem,Recklesslimb,1
SharpRazor,SharpRazor,EPBCheatCommandType::AddItem,SharpRazor,1
DevilBookPaperStrip,DevilBookPaperStrip,EPBCheatCommandType::AddItem,DevilBookPaperStrip,1
deathBringerDebris,deathBringerDebris,EPBCheatCommandType::AddItem,deathBringerDebris,1
Mimicchairdebris,Mimicchairdebris,EPBCheatCommandType::AddItem,Mimicchairdebris,1
MonsterBirdTears,MonsterBirdTears,EPBCheatCommandType::AddItem,MonsterBirdTears,1
Cyhyraethtear,Cyhyraethtear,EPBCheatCommandType::AddItem,Cyhyraethtear,1
Lamastutear,Lamastutear,EPBCheatCommandType::AddItem,Lamastutear,1
Giantratteeth,Giantratteeth,EPBCheatCommandType::AddItem,Giantratteeth,1
Batfang,Batfang,EPBCheatCommandType::AddItem,Batfang,1
DemonDogFang,DemonDogFang,EPBCheatCommandType::AddItem,DemonDogFang,1
Ivory,Ivory,EPBCheatCommandType::AddItem,Ivory,1
Devilsfang,Devilsfang,EPBCheatCommandType::AddItem,Devilsfang,1
Gusionfang,Gusionfang,EPBCheatCommandType::AddItem,Gusionfang,1
Marbasfang,Marbasfang,EPBCheatCommandType::AddItem,Marbasfang,1
Gieremundfang,Gieremundfang,EPBCheatCommandType::AddItem,Gieremundfang,1
Wolfclaw,Wolfclaw,EPBCheatCommandType::AddItem,Wolfclaw,1
Dragonclaw,Dragonclaw,EPBCheatCommandType::AddItem,Dragonclaw,1
Apenail,Apenail,EPBCheatCommandType::AddItem,Apenail,1
Chicomecoatlhorn,Chicomecoatlhorn,EPBCheatCommandType::AddItem,Chicomecoatlhorn,1
Gaaphorn,Gaaphorn,EPBCheatCommandType::AddItem,Gaaphorn,1
Gamiginhoof,Gamiginhoof,EPBCheatCommandType::AddItem,Gamiginhoof,1
Glashtynhoof,Glashtynhoof,EPBCheatCommandType::AddItem,Glashtynhoof,1
MeltedBone,MeltedBone,EPBCheatCommandType::AddItem,MeltedBone,1
Dragonbone,Dragonbone,EPBCheatCommandType::AddItem,Dragonbone,1
Knightbone,Knightbone,EPBCheatCommandType::AddItem,Knightbone,1
Bloodybone,Bloodybone,EPBCheatCommandType::AddItem,Bloodybone,1
MeltingSkull,MeltingSkull,EPBCheatCommandType::AddItem,MeltingSkull,1
Jeneralskull,Jeneralskull,EPBCheatCommandType::AddItem,Jeneralskull,1
Warriorskull,Warriorskull,EPBCheatCommandType::AddItem,Warriorskull,1
